run,route,i,ms,status,x_vercel_cache,error
1,"/formacion/fundamentos-fe-cristiana",46,328.10,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",47,291.62,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",48,301.67,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",49,327.30,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",50,328.45,200,MISS,
2,"/",1,904.64,200,MISS,
2,"/",2,312.51,200,MISS,
2,"/",3,375.48,200,MISS,
2,"/",4,300.60,200,MISS,
2,"/",5,364.69,200,MISS,
2,"/",6,435.70,200,MISS,
2,"/",7,295.90,200,MISS,
2,"/",8,330.23,200,MISS,
2,"/",9,414.42,200,MISS,
2,"/",10,307.04,200,MISS,
2,"/",11,310.40,200,MISS,
2,"/",12,347.64,200,MISS,
2,"/",13,290.16,200,MISS,
2,"/",14,278.38,200,MISS,
2,"/",15,352.80,200,MISS,
2,"/",16,334.07,200,MISS,
2,"/",17,295.83,200,MISS,
2,"/",18,470.75,200,MISS,
2,"/",19,293.48,200,MISS,
2,"/",20,320.29,200,MISS,
2,"/",21,332.73,200,MISS,
2,"/",22,300.34,200,MISS,
2,"/",23,368.35,200,MISS,
2,"/",24,357.01,200,MISS,
2,"/",25,301.54,200,MISS,
2,"/",26,317.12,200,MISS,
2,"/",27,288.78,200,MISS,
2,"/",28,321.73,200,MISS,
2,"/",29,254.02,200,MISS,
2,"/",30,368.10,200,MISS,
2,"/",31,289.30,200,MISS,
2,"/",32,383.37,200,MISS,
2,"/",33,298.59,200,MISS,
2,"/",34,277.43,200,MISS,
2,"/",35,512.05,200,MISS,
2,"/",36,380.95,200,MISS,
2,"/",37,316.86,200,MISS,
2,"/",38,291.58,200,MISS,
2,"/",39,322.67,200,MISS,
2,"/",40,306.10,200,MISS,
2,"/",41,402.79,200,MISS,
2,"/",42,316.41,200,MISS,
2,"/",43,295.46,200,MISS,
2,"/",44,410.18,200,MISS,
2,"/",45,308.33,200,MISS,
2,"/",46,305.39,200,MISS,
2,"/",47,459.69,200,MISS,
2,"/",48,357.74,200,MISS,
2,"/",49,324.22,200,MISS,
2,"/",50,321.11,200,MISS,
2,"/eventos",1,347.95,200,MISS,
2,"/eventos",2,334.27,200,MISS,
2,"/eventos",3,270.09,200,MISS,
2,"/eventos",4,233.93,200,MISS,
2,"/eventos",5,317.57,200,MISS,
2,"/eventos",6,277.17,200,MISS,
2,"/eventos",7,239.08,200,MISS,
2,"/eventos",8,246.52,200,MISS,
2,"/eventos",9,343.55,200,MISS,
2,"/eventos",10,306.03,200,MISS,
2,"/eventos",11,233.50,200,MISS,
2,"/eventos",12,281.27,200,MISS,
2,"/eventos",13,307.69,200,MISS,
2,"/eventos",14,303.82,200,MISS,
2,"/eventos",15,242.41,200,MISS,
2,"/eventos",16,298.15,200,MISS,
2,"/eventos",17,307.39,200,MISS,
2,"/eventos",18,310.32,200,MISS,
2,"/eventos",19,306.29,200,MISS,
2,"/eventos",20,298.33,200,MISS,
2,"/eventos",21,248.62,200,MISS,
2,"/eventos",22,279.40,200,MISS,
2,"/eventos",23,269.76,200,MISS,
2,"/eventos",24,224.67,200,MISS,
2,"/eventos",25,427.95,200,MISS,
2,"/eventos",26,232.76,200,MISS,
2,"/eventos",27,344.47,200,MISS,
2,"/eventos",28,334.68,200,MISS,
2,"/eventos",29,439.19,200,MISS,
2,"/eventos",30,329.74,200,MISS,
2,"/eventos",31,296.49,200,MISS,
2,"/eventos",32,389.92,200,MISS,
2,"/eventos",33,252.52,200,MISS,
2,"/eventos",34,311.42,200,MISS,
2,"/eventos",35,230.88,200,MISS,
2,"/eventos",36,220.80,200,MISS,
2,"/eventos",37,341.12,200,MISS,
2,"/eventos",38,389.43,200,MISS,
2,"/eventos",39,266.56,200,MISS,
2,"/eventos",40,312.14,200,MISS,
2,"/eventos",41,245.93,200,MISS,
2,"/eventos",42,296.46,200,MISS,
2,"/eventos",43,357.70,200,MISS,
2,"/eventos",44,246.68,200,MISS,
2,"/eventos",45,236.33,200,MISS,
2,"/eventos",46,233.30,200,MISS,
2,"/eventos",47,308.00,200,MISS,
2,"/eventos",48,238.30,200,MISS,
2,"/eventos",49,241.85,200,MISS,
2,"/eventos",50,232.27,200,MISS,
2,"/noticias",1,384.49,200,MISS,
2,"/noticias",2,258.87,200,MISS,
2,"/noticias",3,282.21,200,MISS,
2,"/noticias",4,308.19,200,MISS,
2,"/noticias",5,226.67,200,MISS,
2,"/noticias",6,255.98,200,MISS,
2,"/noticias",7,311.66,200,MISS,
2,"/noticias",8,296.82,200,MISS,
2,"/noticias",9,340.03,200,MISS,
2,"/noticias",10,235.47,200,MISS,
2,"/noticias",11,221.85,200,MISS,
2,"/noticias",12,387.82,200,MISS,
2,"/noticias",13,359.33,200,MISS,
2,"/noticias",14,335.50,200,MISS,
2,"/noticias",15,257.23,200,MISS,
2,"/noticias",16,272.78,200,MISS,
2,"/noticias",17,581.37,200,MISS,
2,"/noticias",18,284.12,200,MISS,
2,"/noticias",19,241.72,200,MISS,
2,"/noticias",20,409.13,200,MISS,
2,"/noticias",21,238.35,200,MISS,
2,"/noticias",22,380.09,200,MISS,
2,"/noticias",23,303.47,200,MISS,
2,"/noticias",24,229.61,200,MISS,
2,"/noticias",25,285.78,200,MISS,
2,"/noticias",26,227.13,200,MISS,
2,"/noticias",27,300.74,200,MISS,
2,"/noticias",28,258.94,200,MISS,
2,"/noticias",29,381.97,200,MISS,
2,"/noticias",30,364.14,200,MISS,
2,"/noticias",31,239.64,200,MISS,
2,"/noticias",32,370.98,200,MISS,
2,"/noticias",33,266.29,200,MISS,
2,"/noticias",34,361.56,200,MISS,
2,"/noticias",35,401.09,200,MISS,
2,"/noticias",36,575.53,200,MISS,
2,"/noticias",37,315.36,200,MISS,
2,"/noticias",38,367.02,200,MISS,
2,"/noticias",39,222.05,200,MISS,
2,"/noticias",40,342.60,200,MISS,
2,"/noticias",41,252.76,200,MISS,
2,"/noticias",42,376.84,200,MISS,
2,"/noticias",43,333.48,200,MISS,
2,"/noticias",44,219.28,200,MISS,
2,"/noticias",45,217.70,200,MISS,
2,"/noticias",46,282.11,200,MISS,
2,"/noticias",47,249.00,200,MISS,
2,"/noticias",48,228.29,200,MISS,
2,"/noticias",49,214.85,200,MISS,
2,"/noticias",50,336.19,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",1,333.00,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",2,364.50,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",3,323.32,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",4,443.71,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",5,483.24,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",6,517.43,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",7,368.49,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",8,427.34,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",9,431.77,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",10,309.78,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",11,389.60,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",12,322.72,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",13,329.35,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",14,322.28,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",15,324.20,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",16,338.83,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",17,376.82,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",18,361.74,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",19,299.50,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",20,286.23,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",21,286.40,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",22,517.97,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",23,510.53,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",24,372.83,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",25,340.54,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",26,411.90,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",27,293.17,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",28,432.29,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",29,411.78,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",30,307.70,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",31,328.22,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",32,389.25,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",33,327.75,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",34,398.87,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",35,296.44,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",36,327.47,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",37,298.53,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",38,316.07,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",39,406.45,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",40,572.27,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",41,334.67,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",42,408.64,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",43,447.65,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",44,361.81,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",45,552.29,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",46,358.26,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",47,339.88,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",48,346.08,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",49,301.49,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",50,298.18,200,MISS,
3,"/",1,1013.75,200,MISS,
3,"/",2,522.09,200,MISS,
3,"/",3,311.22,200,MISS,
3,"/",4,325.94,200,MISS,
3,"/",5,303.17,200,MISS,
3,"/",6,315.12,200,MISS,
3,"/",7,296.43,200,MISS,
3,"/",8,504.75,200,MISS,
3,"/",9,324.99,200,MISS,
3,"/",10,305.85,200,MISS,
3,"/",11,295.07,200,MISS,
3,"/",12,670.00,200,MISS,
3,"/",13,376.04,200,MISS,
3,"/",14,368.84,200,MISS,
3,"/",15,303.63,200,MISS,
3,"/",16,355.65,200,MISS,
3,"/",17,308.86,200,MISS,
3,"/",18,463.12,200,MISS,
3,"/",19,302.05,200,MISS,
3,"/",20,329.05,200,MISS,
3,"/",21,331.47,200,MISS,
3,"/",22,325.98,200,MISS,
3,"/",23,383.13,200,MISS,
3,"/",24,451.34,200,MISS,
3,"/",25,327.10,200,MISS,
3,"/",26,312.33,200,MISS,
3,"/",27,316.67,200,MISS,
3,"/",28,297.41,200,MISS,
3,"/",29,614.64,200,MISS,
3,"/",30,366.41,200,MISS,
3,"/",31,354.80,200,MISS,
3,"/",32,304.43,200,MISS,
3,"/",33,294.73,200,MISS,
3,"/",34,318.95,200,MISS,
3,"/",35,457.94,200,MISS,
3,"/",36,295.49,200,MISS,
3,"/",37,364.10,200,MISS,
3,"/",38,486.17,200,MISS,
3,"/",39,275.96,200,MISS,
3,"/",40,366.86,200,MISS,
3,"/",41,315.31,200,MISS,
3,"/",42,486.28,200,MISS,
3,"/",43,387.49,200,MISS,
3,"/",44,416.45,200,MISS,
3,"/",45,346.15,200,MISS,
3,"/",46,288.90,200,MISS,
3,"/",47,515.21,200,MISS,
3,"/",48,385.11,200,MISS,
3,"/",49,526.89,200,MISS,
3,"/",50,726.16,200,MISS,
3,"/eventos",1,233.81,200,MISS,
3,"/eventos",2,235.20,200,MISS,
3,"/eventos",3,272.40,200,MISS,
3,"/eventos",4,681.42,200,MISS,
3,"/eventos",5,306.86,200,MISS,
3,"/eventos",6,330.99,200,MISS,
3,"/eventos",7,291.81,200,MISS,
3,"/eventos",8,224.87,200,MISS,
3,"/eventos",9,289.22,200,MISS,
3,"/eventos",10,297.49,200,MISS,
3,"/eventos",11,307.02,200,MISS,
3,"/eventos",12,378.87,200,MISS,
3,"/eventos",13,346.78,200,MISS,
3,"/eventos",14,300.13,200,MISS,
3,"/eventos",15,250.73,200,MISS,
3,"/eventos",16,236.76,200,MISS,
3,"/eventos",17,338.20,200,MISS,
3,"/eventos",18,304.36,200,MISS,
3,"/eventos",19,308.10,200,MISS,
3,"/eventos",20,318.34,200,MISS,
3,"/eventos",21,413.61,200,MISS,
3,"/eventos",22,286.53,200,MISS,
3,"/eventos",23,305.87,200,MISS,
3,"/eventos",24,306.62,200,MISS,
3,"/eventos",25,248.49,200,MISS,
3,"/eventos",26,226.05,200,MISS,
3,"/eventos",27,345.66,200,MISS,
3,"/eventos",28,309.22,200,MISS,
3,"/eventos",29,252.43,200,MISS,
3,"/eventos",30,362.85,200,MISS,
3,"/eventos",31,404.75,200,MISS,
3,"/eventos",32,240.19,200,MISS,
3,"/eventos",33,407.33,200,MISS,
3,"/eventos",34,230.08,200,MISS,
3,"/eventos",35,235.42,200,MISS,
3,"/eventos",36,237.89,200,MISS,
3,"/eventos",37,288.72,200,MISS,
3,"/eventos",38,306.06,200,MISS,
3,"/eventos",39,327.48,200,MISS,
3,"/eventos",40,286.58,200,MISS,
3,"/eventos",41,337.06,200,MISS,
3,"/eventos",42,217.14,200,MISS,
3,"/eventos",43,310.43,200,MISS,
3,"/eventos",44,310.35,200,MISS,
3,"/eventos",45,360.28,200,MISS,
3,"/eventos",46,357.84,200,MISS,
3,"/eventos",47,264.25,200,MISS,
3,"/eventos",48,306.36,200,MISS,
3,"/eventos",49,352.33,200,MISS,
3,"/eventos",50,412.31,200,MISS,
3,"/noticias",1,357.33,200,MISS,
3,"/noticias",2,307.21,200,MISS,
3,"/noticias",3,306.66,200,MISS,
3,"/noticias",4,408.15,200,MISS,
3,"/noticias",5,238.57,200,MISS,
3,"/noticias",6,232.77,200,MISS,
3,"/noticias",7,257.52,200,MISS,
3,"/noticias",8,258.57,200,MISS,
3,"/noticias",9,343.52,200,MISS,
3,"/noticias",10,238.04,200,MISS,
3,"/noticias",11,281.28,200,MISS,
3,"/noticias",12,242.54,200,MISS,
3,"/noticias",13,329.01,200,MISS,
3,"/noticias",14,236.12,200,MISS,
3,"/noticias",15,379.97,200,MISS,
3,"/noticias",16,341.15,200,MISS,
3,"/noticias",17,274.63,200,MISS,
3,"/noticias",18,234.57,200,MISS,
3,"/noticias",19,288.36,200,MISS,
3,"/noticias",20,238.83,200,MISS,
3,"/noticias",21,264.19,200,MISS,
3,"/noticias",22,255.62,200,MISS,
3,"/noticias",23,248.05,200,MISS,
3,"/noticias",24,346.35,200,MISS,
3,"/noticias",25,283.61,200,MISS,
3,"/noticias",26,762.76,200,MISS,
3,"/noticias",27,269.45,200,MISS,
3,"/noticias",28,219.54,200,MISS,
3,"/noticias",29,305.92,200,MISS,
3,"/noticias",30,319.19,200,MISS,
3,"/noticias",31,613.68,200,MISS,
3,"/noticias",32,344.14,200,MISS,
3,"/noticias",33,376.56,200,MISS,
3,"/noticias",34,489.28,200,MISS,
3,"/noticias",35,235.99,200,MISS,
3,"/noticias",36,299.63,200,MISS,
3,"/noticias",37,229.84,200,MISS,
3,"/noticias",38,273.52,200,MISS,
3,"/noticias",39,399.73,200,MISS,
3,"/noticias",40,224.77,200,MISS,
3,"/noticias",41,228.62,200,MISS,
3,"/noticias",42,219.90,200,MISS,
3,"/noticias",43,290.51,200,MISS,
3,"/noticias",44,222.92,200,MISS,
3,"/noticias",45,245.14,200,MISS,
3,"/noticias",46,228.47,200,MISS,
3,"/noticias",47,301.14,200,MISS,
3,"/noticias",48,300.31,200,MISS,
3,"/noticias",49,309.41,200,MISS,
3,"/noticias",50,308.04,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",1,309.07,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",2,318.74,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",3,321.99,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",4,336.64,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",5,330.75,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",6,342.24,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",7,300.13,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",8,336.56,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",9,307.05,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",10,363.87,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",11,330.47,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",12,347.83,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",13,365.02,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",14,319.48,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",15,449.16,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",16,315.96,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",17,348.16,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",18,377.30,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",19,319.61,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",20,371.26,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",21,345.49,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",22,299.88,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",23,377.64,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",24,292.92,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",25,396.57,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",26,396.78,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",27,310.82,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",28,302.25,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",29,295.44,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",30,308.78,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",31,311.29,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",32,302.73,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",33,302.34,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",34,283.95,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",35,289.58,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",36,348.70,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",37,333.19,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",38,315.97,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",39,343.39,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",40,308.88,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",41,353.31,200,MISS,
