run,route,i,ms,status,x_vercel_cache,error
1,"/eventos",46,166.03,200,HIT,
1,"/eventos",47,181.06,200,HIT,
1,"/eventos",48,195.51,200,HIT,
1,"/eventos",49,173.80,200,HIT,
1,"/eventos",50,237.72,200,HIT,
1,"/noticias",1,277.56,200,HIT,
1,"/noticias",2,348.52,200,HIT,
1,"/noticias",3,227.08,200,HIT,
1,"/noticias",4,170.19,200,HIT,
1,"/noticias",5,274.60,200,HIT,
1,"/noticias",6,242.27,200,HIT,
1,"/noticias",7,201.64,200,HIT,
1,"/noticias",8,167.71,200,HIT,
1,"/noticias",9,165.19,200,HIT,
1,"/noticias",10,183.64,200,HIT,
1,"/noticias",11,164.13,200,HIT,
1,"/noticias",12,165.10,200,HIT,
1,"/noticias",13,288.98,200,HIT,
1,"/noticias",14,311.23,200,HIT,
1,"/noticias",15,259.62,200,HIT,
1,"/noticias",16,307.58,200,HIT,
1,"/noticias",17,163.86,200,HIT,
1,"/noticias",18,171.51,200,HIT,
1,"/noticias",19,174.83,200,HIT,
1,"/noticias",20,174.29,200,HIT,
1,"/noticias",21,234.80,200,HIT,
1,"/noticias",22,209.67,200,HIT,
1,"/noticias",23,166.29,200,HIT,
1,"/noticias",24,293.86,200,HIT,
1,"/noticias",25,254.34,200,HIT,
1,"/noticias",26,235.81,200,HIT,
1,"/noticias",27,266.99,200,HIT,
1,"/noticias",28,182.82,200,HIT,
1,"/noticias",29,236.39,200,HIT,
1,"/noticias",30,168.77,200,HIT,
1,"/noticias",31,300.13,200,HIT,
1,"/noticias",32,446.91,200,HIT,
1,"/noticias",33,271.04,200,HIT,
1,"/noticias",34,206.27,200,HIT,
1,"/noticias",35,246.82,200,HIT,
1,"/noticias",36,197.87,200,HIT,
1,"/noticias",37,188.84,200,HIT,
1,"/noticias",38,223.83,200,HIT,
1,"/noticias",39,243.73,200,HIT,
1,"/noticias",40,169.84,200,HIT,
1,"/noticias",41,175.27,200,HIT,
1,"/noticias",42,203.53,200,HIT,
1,"/noticias",43,164.42,200,HIT,
1,"/noticias",44,165.90,200,HIT,
1,"/noticias",45,161.87,200,HIT,
1,"/noticias",46,251.88,200,HIT,
1,"/noticias",47,274.02,200,HIT,
1,"/noticias",48,165.63,200,HIT,
1,"/noticias",49,430.97,200,HIT,
1,"/noticias",50,172.50,200,HIT,
1,"/formacion/fundamentos-fe-cristiana",1,1772.32,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",2,684.24,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",3,360.40,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",4,684.08,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",5,370.56,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",6,332.45,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",7,507.89,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",8,344.91,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",9,369.64,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",10,315.57,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",11,348.61,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",12,417.94,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",13,350.15,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",14,300.68,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",15,332.47,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",16,345.27,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",17,301.21,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",18,306.27,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",19,318.55,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",20,341.52,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",21,279.54,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",22,339.75,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",23,298.22,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",24,330.82,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",25,276.04,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",26,279.21,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",27,362.19,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",28,282.22,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",29,303.18,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",30,323.86,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",31,297.15,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",32,350.72,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",33,325.07,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",34,465.71,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",35,319.59,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",36,380.18,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",37,329.70,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",38,308.35,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",39,306.50,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",40,335.38,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",41,363.78,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",42,726.74,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",43,334.61,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",44,349.34,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",45,414.32,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",46,336.81,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",47,343.43,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",48,306.37,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",49,313.27,200,MISS,
1,"/formacion/fundamentos-fe-cristiana",50,348.10,200,MISS,
2,"/",1,1337.67,200,HIT,
2,"/",2,515.00,200,HIT,
2,"/",3,422.81,200,HIT,
2,"/",4,497.22,200,HIT,
2,"/",5,410.21,200,HIT,
2,"/",6,272.64,200,HIT,
2,"/",7,221.02,200,HIT,
2,"/",8,374.50,200,HIT,
2,"/",9,370.49,200,HIT,
2,"/",10,184.45,200,HIT,
2,"/",11,197.43,200,HIT,
2,"/",12,195.95,200,HIT,
2,"/",13,231.03,200,HIT,
2,"/",14,192.15,200,HIT,
2,"/",15,204.75,200,HIT,
2,"/",16,216.27,200,HIT,
2,"/",17,236.50,200,HIT,
2,"/",18,274.91,200,HIT,
2,"/",19,171.73,200,HIT,
2,"/",20,241.75,200,HIT,
2,"/",21,304.13,200,HIT,
2,"/",22,333.65,200,HIT,
2,"/",23,284.54,200,HIT,
2,"/",24,210.87,200,HIT,
2,"/",25,298.98,200,HIT,
2,"/",26,167.63,200,HIT,
2,"/",27,227.18,200,HIT,
2,"/",28,186.75,200,HIT,
2,"/",29,175.62,200,HIT,
2,"/",30,270.98,200,HIT,
2,"/",31,163.21,200,HIT,
2,"/",32,181.14,200,HIT,
2,"/",33,265.12,200,HIT,
2,"/",34,179.32,200,HIT,
2,"/",35,169.57,200,HIT,
2,"/",36,171.65,200,HIT,
2,"/",37,167.20,200,HIT,
2,"/",38,166.67,200,HIT,
2,"/",39,297.64,200,HIT,
2,"/",40,200.00,200,HIT,
2,"/",41,198.85,200,HIT,
2,"/",42,175.53,200,HIT,
2,"/",43,242.55,200,HIT,
2,"/",44,372.97,200,HIT,
2,"/",45,169.60,200,HIT,
2,"/",46,171.08,200,HIT,
2,"/",47,283.77,200,HIT,
2,"/",48,172.09,200,HIT,
2,"/",49,262.80,200,HIT,
2,"/",50,187.92,200,HIT,
2,"/eventos",1,179.14,200,HIT,
2,"/eventos",2,165.34,200,HIT,
2,"/eventos",3,167.85,200,HIT,
2,"/eventos",4,171.19,200,HIT,
2,"/eventos",5,255.94,200,HIT,
2,"/eventos",6,206.89,200,HIT,
2,"/eventos",7,280.55,200,HIT,
2,"/eventos",8,233.86,200,HIT,
2,"/eventos",9,278.18,200,HIT,
2,"/eventos",10,168.37,200,HIT,
2,"/eventos",11,172.23,200,HIT,
2,"/eventos",12,274.35,200,HIT,
2,"/eventos",13,234.27,200,HIT,
2,"/eventos",14,168.19,200,HIT,
2,"/eventos",15,166.10,200,HIT,
2,"/eventos",16,176.22,200,HIT,
2,"/eventos",17,176.66,200,HIT,
2,"/eventos",18,247.90,200,HIT,
2,"/eventos",19,267.15,200,HIT,
2,"/eventos",20,237.55,200,HIT,
2,"/eventos",21,235.45,200,HIT,
2,"/eventos",22,174.78,200,HIT,
2,"/eventos",23,275.82,200,HIT,
2,"/eventos",24,300.78,200,HIT,
2,"/eventos",25,327.56,200,HIT,
2,"/eventos",26,290.26,200,HIT,
2,"/eventos",27,197.92,200,HIT,
2,"/eventos",28,256.17,200,HIT,
2,"/eventos",29,183.11,200,HIT,
2,"/eventos",30,175.95,200,HIT,
2,"/eventos",31,170.98,200,HIT,
2,"/eventos",32,289.14,200,HIT,
2,"/eventos",33,261.71,200,HIT,
2,"/eventos",34,254.28,200,HIT,
2,"/eventos",35,204.35,200,HIT,
2,"/eventos",36,163.40,200,HIT,
2,"/eventos",37,170.14,200,HIT,
2,"/eventos",38,281.41,200,HIT,
2,"/eventos",39,171.50,200,HIT,
2,"/eventos",40,172.70,200,HIT,
2,"/eventos",41,176.41,200,HIT,
2,"/eventos",42,302.55,200,HIT,
2,"/eventos",43,252.78,200,HIT,
2,"/eventos",44,261.06,200,HIT,
2,"/eventos",45,202.89,200,HIT,
2,"/eventos",46,234.64,200,HIT,
2,"/eventos",47,423.33,200,HIT,
2,"/eventos",48,284.83,200,HIT,
2,"/eventos",49,194.62,200,HIT,
2,"/eventos",50,165.35,200,HIT,
2,"/noticias",1,182.99,200,HIT,
2,"/noticias",2,198.65,200,HIT,
2,"/noticias",3,168.97,200,HIT,
2,"/noticias",4,173.48,200,HIT,
2,"/noticias",5,167.51,200,HIT,
2,"/noticias",6,409.28,200,HIT,
2,"/noticias",7,204.34,200,HIT,
2,"/noticias",8,350.29,200,HIT,
2,"/noticias",9,276.49,200,HIT,
2,"/noticias",10,204.55,200,HIT,
2,"/noticias",11,297.13,200,HIT,
2,"/noticias",12,171.42,200,HIT,
2,"/noticias",13,208.50,200,HIT,
2,"/noticias",14,165.82,200,HIT,
2,"/noticias",15,175.72,200,HIT,
2,"/noticias",16,284.22,200,HIT,
2,"/noticias",17,164.71,200,HIT,
2,"/noticias",18,176.24,200,HIT,
2,"/noticias",19,1074.89,200,HIT,
2,"/noticias",20,199.45,200,HIT,
2,"/noticias",21,353.08,200,HIT,
2,"/noticias",22,299.83,200,HIT,
2,"/noticias",23,196.04,200,HIT,
2,"/noticias",24,257.63,200,HIT,
2,"/noticias",25,373.82,200,HIT,
2,"/noticias",26,164.72,200,HIT,
2,"/noticias",27,166.18,200,HIT,
2,"/noticias",28,172.73,200,HIT,
2,"/noticias",29,210.38,200,HIT,
2,"/noticias",30,167.60,200,HIT,
2,"/noticias",31,239.30,200,HIT,
2,"/noticias",32,205.07,200,STALE,
2,"/noticias",33,182.80,200,HIT,
2,"/noticias",34,226.29,200,HIT,
2,"/noticias",35,205.94,200,HIT,
2,"/noticias",36,171.68,200,HIT,
2,"/noticias",37,239.70,200,HIT,
2,"/noticias",38,204.43,200,HIT,
2,"/noticias",39,302.35,200,HIT,
2,"/noticias",40,167.26,200,HIT,
2,"/noticias",41,253.13,200,HIT,
2,"/noticias",42,427.27,200,HIT,
2,"/noticias",43,225.90,200,HIT,
2,"/noticias",44,199.43,200,HIT,
2,"/noticias",45,185.96,200,HIT,
2,"/noticias",46,533.24,200,HIT,
2,"/noticias",47,288.35,200,HIT,
2,"/noticias",48,275.67,200,HIT,
2,"/noticias",49,166.91,200,HIT,
2,"/noticias",50,248.37,200,HIT,
2,"/formacion/fundamentos-fe-cristiana",1,471.52,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",2,376.17,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",3,327.10,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",4,507.28,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",5,374.62,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",6,890.87,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",7,361.38,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",8,348.75,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",9,707.36,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",10,453.95,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",11,303.94,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",12,360.97,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",13,364.92,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",14,291.43,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",15,306.41,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",16,288.89,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",17,280.15,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",18,309.09,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",19,335.63,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",20,289.16,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",21,280.03,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",22,505.12,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",23,314.74,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",24,294.68,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",25,310.39,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",26,384.10,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",27,300.29,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",28,305.61,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",29,311.04,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",30,277.50,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",31,339.87,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",32,281.54,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",33,271.97,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",34,287.57,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",35,282.65,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",36,305.10,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",37,282.12,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",38,275.59,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",39,276.45,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",40,293.81,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",41,271.27,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",42,490.52,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",43,303.71,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",44,272.03,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",45,363.58,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",46,286.16,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",47,302.89,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",48,289.07,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",49,272.85,200,MISS,
2,"/formacion/fundamentos-fe-cristiana",50,420.35,200,MISS,
3,"/",1,723.54,200,STALE,
3,"/",2,185.53,200,STALE,
3,"/",3,313.89,200,HIT,
3,"/",4,173.88,200,HIT,
3,"/",5,168.40,200,HIT,
3,"/",6,427.76,200,HIT,
3,"/",7,228.89,200,HIT,
3,"/",8,176.64,200,HIT,
3,"/",9,242.18,200,HIT,
3,"/",10,275.66,200,HIT,
3,"/",11,199.21,200,HIT,
3,"/",12,241.97,200,HIT,
3,"/",13,231.13,200,HIT,
3,"/",14,162.74,200,HIT,
3,"/",15,326.52,200,HIT,
3,"/",16,309.76,200,HIT,
3,"/",17,305.22,200,HIT,
3,"/",18,533.67,200,HIT,
3,"/",19,320.06,200,HIT,
3,"/",20,305.30,200,HIT,
3,"/",21,178.09,200,HIT,
3,"/",22,724.11,200,HIT,
3,"/",23,460.53,200,HIT,
3,"/",24,469.50,200,HIT,
3,"/",25,169.93,200,HIT,
3,"/",26,168.89,200,HIT,
3,"/",27,169.84,200,HIT,
3,"/",28,180.85,200,HIT,
3,"/",29,236.87,200,HIT,
3,"/",30,338.39,200,HIT,
3,"/",31,377.92,200,HIT,
3,"/",32,192.15,200,HIT,
3,"/",33,327.01,200,HIT,
3,"/",34,299.99,200,HIT,
3,"/",35,325.04,200,HIT,
3,"/",36,292.86,200,HIT,
3,"/",37,218.68,200,HIT,
3,"/",38,190.92,200,HIT,
3,"/",39,313.44,200,HIT,
3,"/",40,304.65,200,HIT,
3,"/",41,206.91,200,HIT,
3,"/",42,314.86,200,HIT,
3,"/",43,302.34,200,HIT,
3,"/",44,201.45,200,HIT,
3,"/",45,333.07,200,HIT,
3,"/",46,184.18,200,HIT,
3,"/",47,170.98,200,HIT,
3,"/",48,238.86,200,HIT,
3,"/",49,287.58,200,HIT,
3,"/",50,223.61,200,HIT,
3,"/eventos",1,167.69,200,STALE,
3,"/eventos",2,166.57,200,STALE,
3,"/eventos",3,177.65,200,STALE,
3,"/eventos",4,179.11,200,STALE,
3,"/eventos",5,359.53,200,STALE,
3,"/eventos",6,209.67,200,HIT,
3,"/eventos",7,174.16,200,HIT,
3,"/eventos",8,171.39,200,HIT,
3,"/eventos",9,271.38,200,HIT,
3,"/eventos",10,285.36,200,HIT,
3,"/eventos",11,167.94,200,HIT,
3,"/eventos",12,950.84,200,HIT,
3,"/eventos",13,328.18,200,HIT,
3,"/eventos",14,281.64,200,HIT,
3,"/eventos",15,171.66,200,HIT,
3,"/eventos",16,175.09,200,HIT,
3,"/eventos",17,193.92,200,HIT,
3,"/eventos",18,227.28,200,HIT,
3,"/eventos",19,165.18,200,HIT,
3,"/eventos",20,334.94,200,HIT,
3,"/eventos",21,307.03,200,HIT,
3,"/eventos",22,165.16,200,HIT,
3,"/eventos",23,170.41,200,HIT,
3,"/eventos",24,279.16,200,HIT,
3,"/eventos",25,304.58,200,HIT,
3,"/eventos",26,165.16,200,HIT,
3,"/eventos",27,290.10,200,HIT,
3,"/eventos",28,200.60,200,HIT,
3,"/eventos",29,314.80,200,HIT,
3,"/eventos",30,273.78,200,HIT,
3,"/eventos",31,1001.89,200,HIT,
3,"/eventos",32,322.02,200,HIT,
3,"/eventos",33,174.27,200,HIT,
3,"/eventos",34,345.06,200,HIT,
3,"/eventos",35,310.75,200,HIT,
3,"/eventos",36,310.07,200,HIT,
3,"/eventos",37,167.02,200,HIT,
3,"/eventos",38,171.23,200,HIT,
3,"/eventos",39,269.38,200,HIT,
3,"/eventos",40,172.44,200,HIT,
3,"/eventos",41,265.86,200,HIT,
3,"/eventos",42,169.86,200,HIT,
3,"/eventos",43,170.48,200,HIT,
3,"/eventos",44,170.03,200,HIT,
3,"/eventos",45,166.55,200,HIT,
3,"/eventos",46,164.90,200,HIT,
3,"/eventos",47,287.94,200,HIT,
3,"/eventos",48,167.28,200,HIT,
3,"/eventos",49,238.32,200,HIT,
3,"/eventos",50,209.70,200,HIT,
3,"/noticias",1,278.25,200,HIT,
3,"/noticias",2,312.32,200,HIT,
3,"/noticias",3,204.12,200,HIT,
3,"/noticias",4,517.05,200,HIT,
3,"/noticias",5,308.06,200,HIT,
3,"/noticias",6,302.72,200,HIT,
3,"/noticias",7,314.55,200,HIT,
3,"/noticias",8,166.02,200,HIT,
3,"/noticias",9,259.77,200,HIT,
3,"/noticias",10,411.70,200,HIT,
3,"/noticias",11,190.34,200,HIT,
3,"/noticias",12,187.04,200,HIT,
3,"/noticias",13,225.87,200,HIT,
3,"/noticias",14,218.29,200,HIT,
3,"/noticias",15,308.91,200,HIT,
3,"/noticias",16,203.01,200,HIT,
3,"/noticias",17,194.84,200,HIT,
3,"/noticias",18,200.23,200,HIT,
3,"/noticias",19,487.12,200,HIT,
3,"/noticias",20,169.01,200,HIT,
3,"/noticias",21,283.94,200,HIT,
3,"/noticias",22,160.94,200,HIT,
3,"/noticias",23,236.44,200,HIT,
3,"/noticias",24,220.66,200,HIT,
3,"/noticias",25,199.13,200,HIT,
3,"/noticias",26,177.21,200,HIT,
3,"/noticias",27,255.78,200,HIT,
3,"/noticias",28,279.95,200,HIT,
3,"/noticias",29,175.00,200,HIT,
3,"/noticias",30,164.94,200,HIT,
3,"/noticias",31,203.02,200,HIT,
3,"/noticias",32,303.67,200,HIT,
3,"/noticias",33,288.49,200,HIT,
3,"/noticias",34,233.48,200,HIT,
3,"/noticias",35,226.93,200,HIT,
3,"/noticias",36,356.14,200,HIT,
3,"/noticias",37,269.41,200,HIT,
3,"/noticias",38,227.22,200,HIT,
3,"/noticias",39,162.02,200,HIT,
3,"/noticias",40,197.72,200,HIT,
3,"/noticias",41,414.67,200,HIT,
3,"/noticias",42,296.02,200,HIT,
3,"/noticias",43,169.49,200,HIT,
3,"/noticias",44,164.92,200,HIT,
3,"/noticias",45,281.75,200,HIT,
3,"/noticias",46,214.44,200,HIT,
3,"/noticias",47,207.03,200,HIT,
3,"/noticias",48,353.47,200,HIT,
3,"/noticias",49,270.92,200,HIT,
3,"/noticias",50,255.50,200,HIT,
3,"/formacion/fundamentos-fe-cristiana",1,642.06,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",2,563.05,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",3,347.95,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",4,368.46,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",5,317.13,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",6,389.95,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",7,342.95,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",8,345.37,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",9,359.17,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",10,324.78,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",11,387.00,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",12,333.27,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",13,305.94,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",14,560.31,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",15,383.49,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",16,379.57,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",17,322.36,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",18,664.75,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",19,414.90,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",20,507.01,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",21,345.35,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",22,324.07,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",23,371.83,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",24,371.29,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",25,327.36,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",26,338.41,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",27,308.09,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",28,716.90,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",29,332.16,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",30,566.49,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",31,313.41,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",32,636.57,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",33,329.06,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",34,293.11,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",35,314.19,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",36,310.87,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",37,307.21,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",38,298.01,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",39,309.60,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",40,308.30,200,MISS,
3,"/formacion/fundamentos-fe-cristiana",41,451.13,200,MISS,
